id,title,lyrics,summary,artist
6496,Passionfruit Lyrics,"[Intro: Moodymann]
Hold on, hold on, fuck that
Fuck that shit
Hold on, I got to start this mothafuckin' record over again, wait a minute
Fuck that shit
Still on this mothafuckin’ record
I'ma play this mothafucka for y'all
Ayy, y’all get some more drinks goin' on
I'll sound a whole lot better

[Verse 1]
Listen
Seein' you got ritualistic
Cleansin' my soul of addiction for now
'Cause I'm fallin' apart, yeah
Tension
Between us just like picket fences
You got issues that I won’t mention for now
’Cause we're fallin’ apart

[Chorus]
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can’t blame you, no, no

[Verse 2]
Listen
Harder buildin' trust from a distance
I think we should rule out commitment for now
'Cause we're fallin' apart
Leavin'
You're just doing that to get even
Don't pick up the pieces, just leave it for now
They keep fallin' apart

[Chorus]
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no

[Outro: Zoë Kravitz]
Um, trying to think of the right thing to say",None,Drake
6466,Nonstop Lyrics,"[Intro: Lil Juice]
Tay Keith, fuck these niggas up!

[Verse 1: Drake]
Look, I just flipped a switch (Flipped, flipped)
I don't know nobody else that's doin' this
Bodies start to drop, ayy (Hit the floor)
Now they wanna know me since I hit the top, ayy
This a Rollie, not a stopwatch, shit don't ever stop
This the flow that got the block hot, shit got super hot, ayy
Give me my respect (Give me my respect)
I just took it left like I'm ambidex'
Bitch, I move through London with the Eurostep (Two)
Got a sneaker deal and I ain't break a sweat
Catch me 'cause I'm gone (Outta there, I’m gone)
How I go from 6 to 23 like I'm LeBron?
Servin' up a pack (Servin' up a pack)
Niggas pullin' gimmicks 'cause they scared to rap, ayy
Funny how they shook, ayy, got these niggas shook
Pullin' back the curtain by myself, take a look, ayy
I'm a bar spitta, I’m a hard hitta
Yeah I’m light-skinned, but I'm still a dark nigga
I'm a wig splitta, I'm a tall figure
I'm a unforgivin' wild-ass dog nigga
Somethin' wrong with 'em, got 'em all bitter
I'm a bill printer, I'm a gravedigger
Yeah, I am what I am
I don't have no time for no misunderstandings again

[Chorus: Mack Daddy Ju & Drake]
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin'
This a Rollie, not a stopwatch, shit don't ever stop
From smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is–

[Verse 2: Drake]
Future took the business and ran it for me
I let Ollie take the owl, told him brand it for me
I get 2 million a pop and that’s standard for me
Like I went blind, dog, you gotta hand it to me
(Gotta gimme that shit, dog)
Prayed, then I prayed again (Amen, Lord)
Had a moment but it came and went
(They don't love you no more)
You don’t wanna play with him (Nah, nah, nah)
They’ll be mournin' you like 8AM (R.I.P.)
Pinky ring 'til I get a wedding ring (Whoa, yeah)
Love my brothers, cut 'em in on anything (Big slice)
And you know it's King Slime Drizzy, damn (Woo yeah)
She just said I'm bae, I hit the thizzle dance (Mac Dre shit)
Either hand is the upper hand (Oh yeah, shit)
Got a bubba on my other hand (Whoa, yeah, shit, yeah)
This shit ain't no hundred bands (Nah, nah, nah, nah)
Palace look like Buckingham
Bills so big, I call 'em Williams, for real
Reasons to go crazy, got a trillion, for real
They been tryin' me but I'm resilient, for real
I can’t go in public like civilian, for real
And I hardly take offense
Money for revenge, man, that’s hardly an expense
Al Haymon checks off of all of my events
I like all the profit, man, I hardly do percents (I don't do that shit)
A big part of me resents
Niggas that I knew from when I started in this shit
They see what I got and, man, it's hard to be content
Fuck what they got goin' on, I gotta represent (Ayy!)

[Chorus: Mack Daddy Ju & Drake]
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin'
This a Rollie, not a stopwatch, shit don't ever stop
From smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin'
This the flow that got the block hot, shit got super hot",None,Drake
6512,More Life [Note] Lyrics,"More Life.
 
More time with family and friends. More Life.
 
I've still got vibrations to send. More Life.
 
They say that we could live forever
 
At night I pray it's true
 
I've done so much in my short time and still there's more to do
 
But if someone should come collecting

Sooner than we're all expecting
 
At least the life you lived was one for you

— Drake",None,Drake
6505,Teenage Fever Lyrics,"[Verse 1: Drake]
Your heart is hard to carry after dark
You're to blame for what we could have been
'Cause look at what we are
Your friends are scared to tell you, you went too far
Funny that it's always been all about you from the start
I met someone new last night and we kicked it
And I'm going back there tonight
And you know what's on my mind, this time
Going back there tonight
And you know what's on my mind so

[Chorus: Jennifer Lopez]
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?

[Verse 2: Drake]
Out of body
That's just how I feel when I'm around you, shawty
Last night we didn't say it
But girl, we both thought it
Why second guess? I should have stayed
You say the word, I'm on the way
This shit feels like teenage fever
I'm not scared of it, she ain't either
Why second guess? I should have stayed
'Cause you know what's on my mind so

[Chorus: Jennifer Lopez]
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?

[Outro: Dave]
Yeah, slightly took a left turn there
But very much 6AM
Slightly been awake for 24 hours, so please forgive me
More ideas and stuff comin'
Yeah, yeah, fam
I'm wafflin', but man is tired, fam, Jesus Christ",None,Drake
6525,Do Not Disturb Lyrics,"[Background: Snoh Aalegra]
Silence keeps cloudin' me
Hand on my heart
And I, I wish time never mattered

[Verse: Drake]
Yeah, stylin’ though
Dissin' but got pictures with me smilin' though
All the things you need, you still want problems though
All the things I know, I still been silent though
Yeah, used to be at SilverCity, Indigo
Used to be in lunchroom, playin’ dominoes
I don't want to have to go to funerals
I gotta start sleepin' at the studio
I don't have no time to be no Romeo
All the love I need is at the rodeo
All the love I need is here at OVO, yeah
All the girls I know are there with E and Tho
Who knows where I end up when that shit gets old?
Maybe it never gets old and that's just how it goes
Last table left in Carbone, callin' plays on the rotary phone
I take a glass of Domina to go with me home
Might move our annual shit to the 'Dome
I need 40,000 people to see what I'm on
Yeah, ducked a lot of spiteful moves
I was an angry yute when I was writin’ Views
Saw a side of myself that I just never knew
I’ll probably self-destruct if I ever lose, but I never do
Steady doin' double shifts
1da doin’ the beat and I open up like a double click
More blessings because I'm generous
Thirty-seater plane for like ten of us
Remember when I bought Sealey the fake Chanel wallet
She knew that shit was a fraud but never told me about it
Nowadays when we catchin' up we just laugh about it
Can't describe what my life is like when she asks about it
Scary whenever I close my eyes at night
Wakin’ up to public statements about my private life
I can never sleep 'til mornin' on all my quiet nights
But you can rest assured that my mind is right
Get no sick days, I leave for like three months in six days
Never stick around to see shit change
Get lil' updates, texts in my inboxes have been poppin'
Seasons go by like I'm binge-watchin'
Went from Club Palazzo in the Bridge to Club LIV
To not even showin' up at a club 'less we doin' biz'
I can't even party while a nigga pursuin' this
Distractions will do you in, in the truest sense
Especially people that want to lecture me
And frame it like they just want the best for me
Or they check for me, whatever splits it up
So there's more for them and there's less for me
They don't know they got to be faster than me to get to me
No one's done it successfully
7AM in Germany, can't believe that they heard of me
Last verse that I gotta do is always like surgery
Always tryin' to let go of anything that'll burden me
That's the reason you can feel the tension and the urgency
Last chance I get to make sure that you take it personally
Take this shit to heart, it's always executed perfectly
If we do a song it's like takin' my kids to work with me
You overnight celebrity, you one day star
Swear I told you that I'm in this bitch for eternity
I am a reflection of all of your insecurities
Behind closed doors, a lot of 6 God worshipping
Done talk now, 'cause there's other shit that's concernin' me
There's real ones around me
I want to make sure they learn from me
I want to see my dog, but his grandmother's his surety
He can't even dip out to see me in an emergency
My life is centered 'round competition and currency
Takin' summer off, 'cause they tell me I need recovery
Maybe gettin' back to my regular life will humble me
I'll be back in 2018 to give you the summary
More Life",None,Drake
6542,Furthest Thing Lyrics,"[Produced by Noah ""40"" Shebib and Hagler/Co-Produced by Jake One]

[Verse 1]
Somewhere between psychotic and iconic
Somewhere between I want it and I got it
Somewhere between I'm sober and I'm lifted
Somewhere between a mistress and commitment
But I stay down, girl I always stay down, get down, never lay down
Promise to break everybody off before I break down
Everyone just wait now, so much on my plate now
People I believed in they don't even show they face now
What they got to say now? Nothin' they can say now
Nothin' really changed but still they look at me a way now
What more can I say now? What more can I say now?
You might feel like nothin' was the same

[Chorus]
I still been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I still been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know
I just been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I just been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know

[Verse 2]
And I hate that you don't think I belong to ya
Just too busy runnin' shit to run home to ya
You know that paper my passion
Bittersweet celebrations, I know I can't change what happened
I can't help it, I can't help it, I was young and I was selfish
I made every woman feel like she was mine and no one else's
And now you hate me, stop pretendin', stop that frontin', I can't take it
Girl don't treat me like a stranger, girl you know I seen you naked
Girl you know that I remember, don't be a pretender
Gettin' high at the condo, that's when it all comes together
You know I stay reminiscing and make-up sex is tradition
But you been missin' girl and you might feel like nothin' was the same

[Chorus]
I still been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I still been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know
I just been drinkin' on the low, mobbin' on the low
Fuckin' on the low, smokin' on the low
I just been plottin' on the low, schemin' on the low
The furthest thing from perfect like everyone I know

[Beat Switch]

[Bridge]
Drinkin', smokin', fuckin', plottin'
Schemin', plottin', schemin', gettin' money
Drinkin', fuckin', smokin', plottin'
Schemin', plottin', schemin', gettin' money

[Verse 3]
Uh, this the life for me
My momma told me this was right for me
I got 'em worried, like make sure you save a slice for me
I should have Spoons serve you up with a fork and knife for me
Your actions make us doubt you
Your lack of effort got me rappin' different
This the shit I wanna go out to
Play this shit at my funeral if they catch me slippin'
Naked women swimmin', that's just how I'm livin'
Donate a million to some children, that's just how I'm feelin'
A nigga fillin' up arenas, who the fuck could see us?
I had to Derrick Rose the knee up before I got the re-up
Yours truly, the boy
I just build and build more, y'all niggas build to destroy
Y'all niggas party too much, man, I just chill and record
No filler, you feel it now if you ain't feel it before

[Outro]
Yes, Lord, this the shit I wanna go out to
Yeah yeah, this the shit I wanna go out to",None,Drake
6561,Take Care (Ft. Rihanna) Lyrics,"[Chorus: Rihanna]
I know you've been hurt by someone else
I can tell by the way you carry yourself
If you let me, here's what I'll do
I'll take care of you (I'll take, I'll take)
I've loved and I've lost

[Verse 1: Drake]
I've asked about you and they told me things
But my mind didn't change and I still feel the same
What's a life with no fun? Please don't be so ashamed
I've had mine, you've had yours, we both know, we know
They won't get you like I will, my only wish is I die real
'Cause that truth hurts and those lies heal
And you can't sleep thinking that he lies still
So you cry still, tears all in the pillowcase
Big girls all get a little taste, ah
Pushing me away so I give her space, ah
Dealing with a heart that I didn't break
I'll be there for you, I will care for you
I keep thinking you just don't know
Tryna run from that, say you done with that
On your face, girl, it just don't show
When you're ready, just say you're ready
When all the baggage just ain't as heavy
And the party's over, just don't forget me
We'll change the pace and we'll just go slow
You won't ever have to worry
You won't ever have to hide
And you've seen all my mistakes
So look me in my eyes

[Chorus: Rihanna & Drake]
'Cause if you let me
Here's what I'll do
I'll take care of you (I'll take, I'll take)
I've loved and I've lost
(Yeah)

[Verse 2: Drake]
It's my birthday, I'll get high if I want to
Can't deny that I want you, but I'll lie if I have to
'Cause you don't say you love me
To your friends when they ask you
Even though we both know that you do, you do
One time, been in love one time
You and all your girls in the club one time
All so convinced that you're following your heart
'Cause your mind don't control what it does sometimes
We all have our nights, though, don't be so ashamed
I've had mine, you've had yours, we both know, we know
You hate being alone, well you ain't the only one
You hate the fact that you bought the dream and they sold you one
You love your friends, but somebody should've told you some
To save you, instead, they say

[Interlude: Gil Scott-Heron]
Don't tell me, I don't care
If you hurt, I don't tell you
You don't care, if you're true
Don't tell me, I don't care
If you hurt, I don't tell you
You don't care, if you're true

[Chorus: Rihanna]
I know you've been hurt by someone else
I can tell by the way you carry yourself
If you let me, here's what I'll do
I'll take care of you (I'll take, I'll take)
I've loved and I've lost",None,Drake
6527,Hotline Bling Lyrics,"[Intro]
You used to call me on my
You used to, you used to
Yeah

[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Verse 1]
Ever since I left the city, you
Got a reputation for yourself now
Everybody knows and I feel left out
Girl, you got me down, you got me stressed out
'Cause ever since I left the city, you
Started wearing less and goin' out more
Glasses of champagne out on the dance floor
Hangin' with some girls I've never seen before

[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Verse 2]
Ever since I left the city, you, you, you
You and me, we just don't get along
You make me feel like I did you wrong
Going places where you don't belong
Ever since I left the city, you
You got exactly what you asked for
Running out of pages in your passport
Hangin' with some girls I've never seen before

[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Bridge]
These days, all I do is
Wonder if you're bendin' over backwards for someone else
Wonder if you're rolling up a Backwoods for someone else
Doing things I taught you, gettin' nasty for someone else
You don't need no one else
You don't need nobody else, no
Why you never alone?
Why you always touching road?
Used to always stay at home
Be a good girl, you was in the zone
Yeah, you should just be yourself
Right now, you're someone else

[Chorus]
You used to call me on my cell phone
Late-night when you need my love
Call me on my cell phone
Late-night when you need my love
And I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

[Outro]
Ever since I left the city…

[Produced by Nineteen85]",None,Drake
6577,Marvin's Room Lyrics,"[Intro: Ericka Lee]
Hello? Yeah, I just walked in
Yeah, I'm good… You still working?
Tonight… Right now? Did I go out?
Yeah, I went out, I went…
I went to a couple of clubs
I never went to bed, shit…
Wine or water
You said something about a cold drink?
I don't know, I'm delirious

[Verse 1: Drake]
Cups of the rosé
Bitches in my old phone
I should call one and go home
I've been in this club too long
The woman that I would try
Is happy with a good guy
But I've been drinkin' so much
That I'ma call her anyway, and say

[Chorus: Drake]
Fuck that nigga that you love so bad
I know you still think about the times we had
I say fuck that nigga that you think you found
And since you picked up, I know he's not around

[Bridge: Drake & Ericka Lee]
Are you drunk right now?
I'm just sayin' you could do better
Tell me, have you heard that lately?
I'm just sayin' you could do better
And I'll start hatin' only if you make me

[Verse 2: Drake]
Uh, cups of the XO
All my people been here
I see all of her friends here
Guess she don't have the time to kick it no more
Flights in the morning
What you doin' that's so important?
I've been drinkin' so much
That I'ma call you anyway, and say

[Chorus: Drake]
Fuck that nigga that you love so bad
I know you still think about the times we had
I say fuck that nigga that you think you found
And since you picked up, I know he's not around

[Bridge: Drake & Ericka Lee]
Are you drunk right now?
I'm just sayin' you could do better
Tell me, have you heard that lately?
I'm just sayin' you could do better
And I'll start hatin' only if you make me

[Verse 3: Drake]
I think I'm addicted to naked pictures
And sitting talking 'bout bitches that we almost had
I don't think I'm conscious of makin' monsters
Outta the women I sponsor 'til it all goes bad
But, shit, it's all good
We threw a party, yeah, we threw a party
Bitches came over, yeah, we threw a party
I was just calling, ‘cause they were just leavin'
Talk to me, please, don't have much to believe in
I need you right now, are you down to listen to me?
Too many drinks have been given to me
I got some women that's livin' off me
Paid for their flights and hotels, I'm ashamed
Bet that you know them, I won't say no names
After a while, girl, they all seem the same
I've had sex four times this week; I'll explain
Havin' a hard time adjustin' to fame
Sprite in that mixture
I've been talkin' crazy, girl, I'm lucky that you picked up
Lucky that you stayed on
I need someone to put this weight on
""Well, I'm sorry""

[Bridge: Drake & Ericka Lee]
Are you drunk right now?
I'm just sayin' you could do better
Tell me, have you heard that lately?
I'm just sayin' you could do better
And I'll start hatin' only if you make me

[Interlude: Drake]
You're not gonna come?
Guess I'm 'bout to just kick it here, then

[Outro: Drake]
Just throw up while I hold your hair back
Her white friend said, ""You niggas crazy""
I hope no one heard that
I hope no one heard that
‘Cause if they did, we gonna be in some trouble
We really gonna be in some trouble, trouble",None,Drake
6543,Jungle Lyrics,"[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 1: Drake]
These days, I'm lettin' God handle all things above me
The things I can't change are the reason you love me
Listen, you can hear them callin' my name
I'm all over the place, I can't sit in one place
I'm not ashamed at all
Still findin' myself, let alone a soulmate, I'm just sayin'
Feel like we one and the same, our relationship changed
That or it never existed
Whenever they say somethin' 'bout us you listen
But fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
Fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
My time with you, my

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 2: Drake]
She said you're my everything
I love you through everything, I done did everything to her
She forgave me for everything, this a forever thing
Hate that I treat it like it's a whatever thing
Trust me, girl, this shit is everything to me
She from the jungle, she from the jungle
I take somebody else's car, drive there undercover
This shit is everything to me, this shit is everything
Don't know where we stand, I used to hit you 'bout everything

[Bridge: Drake]
Are we still good? Are we still good?
Are we still good? Are we still good?
If I need to talk, are you around?
Are you down for the cause?
Are you down? Are you down? Are you down?
Are you down for the cause?

[Pre-Chorus: Drake]
Are you down? Are you down? Are you down?
Are you down for the cause?
You still down? You still down? You still down?

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do

[Verse 3: Drake]
Yeah, these days these new girls, they got me nervous
They go to school and do bottle service
They can't decide, they keep switchin' majors
Being indecisive makes me anxious
Call your number and it's out of service

[Pre-Chorus: Drake]
Who can I call for your information?
What am I supposed to do
After we done everything that we've done?
Who is your replacement?
Are we still good? Are we still good?
Are we still good? Are we still good?

[Chorus: Gabriel Garzón Montano]
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do",None,Drake
6585,From Time (Ft. Jhené Aiko) Lyrics,"[Intro: Jhené Aiko]
What's up?
Been a minute since we kicked it, you've been caught up
With them bitches, I don't get it, you're a star, love
You shouldn't have to deal with that
I'd never make you feel like that, 'cause...

[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you?
What are you, what are you so afraid of?
Darling, you
You give but you cannot take love

[Verse 1: Drake]
Yeah, I needed to hear that shit, I hate when you're submissive
Passive aggressive when we're texting, I feel the distance
I look around the peers that surround me, these niggas tripping
I like when money makes a difference but don't make you different
Started realizing a couple places I could take it
I want to get back to when I was that kid in the basement
I want to take it deeper than money, pussy, vacation
And influence a generation that's lacking in patience
I've been dealing with my dad, speaking of lack of patience
Just me and my old man getting back to basics
We've been talking 'bout the future and time that we wasted
When he put that bottle down, girl that nigga's amazing
Well, fuck it, we had a couple Coronas
We might have rolled a white paper, just something to hold us
We even talked about you and our couple of moments
He said we should hash it out like a couple of grown ups
You a flower child, beautiful child, I'm in your zone
Looking like you came from the 70's on your own
My mother is 66 and her favorite line to hit me with is
Who the fuck wants to be 70 and alone?
You don't even know what you want from love anymore
I search for something I'm missing and disappear when I'm bored
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?

[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you?
What are you, what are you so afraid of?
Darling, you
You give but you cannot take love

[Verse 2: Drake]
Uh, thinking 'bout Texas, back when Porscha used to work at Treasures
Or further back than that, before I had the Houston leverage
When I got Summer a Michael Kors with my momma's debit
A weak attempt at flexing, I'll never forget it
'Cause that night I played her three songs
Then we got to talking 'bout something we disagreed on
Then she start telling me how I'll never be as big as Trey Songz
Boy was she wrong, that was just negative energy for me to feed off
Now it's therapeutic blowing money in the Galleria
Or Beverly Center Macy's where I discovered Bria
Landmarks of the muses that inspired the music
When I could tell it was sincere without tryna prove it
The one that I needed was Courtney from Hooters on Peachtree
I've always been feeling like she was the piece to complete me
Now she engaged to be married, what's the rush on commitment?
Know we were going through some shit, name a couple that isn't
Remember our talk in the parking lot at the Ritz
Girl I felt like we had it all planned out, I guess I fucked up the vision
Learning the true consequences of my selfish decisions
When you find out how I'm living, I just hope I'm forgiven
It seem like you don't want this love anymore
I'm acting out in the open, it's hard for you to ignore
But girl, what qualities was I looking for before?
Who you settling for? Who better for you than the boy, huh?

[Chorus: Jhené Aiko]
I love me
I love me enough for the both of us
That's why you trust me
I know you been through more than most of us
So what are you?
What are you, what are you so afraid of?
Darling, you
You give but you cannot take love

[Outro: Baka]
Been Baka aka Not Nice from time, G
Been a East Side ting
Scarborough ting from time, G
Been have up di ting dem from time, G
So I don't know what's wrong with these
Little wasteman out here eh?
Y'all need to know yourself",None,Drake
6589,Crew Love (Ft. The Weeknd) Lyrics,"[Intro: The Weeknd]
Ooh, ooh (There's a, there's a)
Whoa, yeah (There's a)
Ooh (Yeah)

[Verse 1: The Weeknd]
Take your nose off my keyboard
What you bothering me for?
There's a room full of niggas
What you following me for?
This ain't no fucking sing-along
So, girl, what you singing for?
It's 'cause we blowing like a C4
Got my whole crew blowing like a C4
20, keep the bar rolling
Fake ID's in the trash, we going
Straight to the top, rooftop glows
With a hand full of girls and they all so foreign
Brain so poisoned, rainbows flowin'
Light-skinned chick, first flight from Poland
A whole lotta friends, first flight from Poland
A whole lotta cash coming straight from Poland
Why? 'Cause

[Chorus: The Weeknd]
They loving the crew
They loving the crew
They loving this crew
Oh, they loving the crew
Oh, they loving the crew
They loving this crew
They loving the crew
They loving the crew

[Verse 2: Drake]
Yeah
Smoking weed under star projectors
I guess we'll never know what Harvard gets us
But seeing my family have it all
Took the place of that desire for diplomas on the wall
And really, I think I like who I'm becoming
There's times where I might do it just to do it like it's nothing
There's times when I might blow like 50k on a vacation
For all my soldiers just to see the looks on all they faces
All it took was patience
I got a lotta friends to come up off the strip for me
The same ones that'll come up off the hip for me
The realest niggas say your lyrics do shit for me
I told my story, and made history
Tell them I'ma need reservations for 20
I've never really been one for the preservation of money, nah
Much rather spend it all while I'm breathing
That OVO and that XO is everything you believe in, I know

[Chorus: The Weeknd]
They loving the crew
Oh, they loving the crew
Oh, they loving the crew
Loving the crew, oh
Oh, they loving the crew
They loving the crew
They loving the crew
They loving the crew
Whoa

[Outro: The Weeknd]
'Cause we blowing like a C4
Got my whole crew blowing like a C4
(If you broadcast swag, nigga, we the news in your city)",None,Drake
